,t,E,Ek,Ep,T,P
376,3.7600000000000002,-646.9716336701911,308.5097849795838,-955.4814186497748,0.806561529358389,-0.1911339338685364
377,3.77,-647.0992471965428,308.38728578826084,-955.4865329848037,0.8062412700346688,-0.18824187534114023
378,3.7800000000000002,-647.1886925554459,308.1808250131951,-955.369517568641,0.8057015033024708,-0.1844347346146611
379,3.79,-647.2783031805637,307.06877267040966,-954.3470758509734,0.8027941769161037,-0.17410717969630657
380,3.8000000000000003,-647.2824176063398,305.0796833483936,-952.3621009547334,0.7975939433944931,-0.15780673128734363
381,3.81,-647.1936853960292,303.79951001286094,-950.9931954088902,0.7942470850009437,-0.14802685976553814
382,3.8200000000000003,-647.1593008136908,304.2085397712504,-951.3678405849412,0.7953164438464063,-0.15336811789725074
383,3.83,-647.1726768826313,305.92090233990405,-953.0935792225354,0.7997932087317753,-0.17111935262732386
384,3.84,-647.2357200955701,308.3976572998955,-955.6333773954656,0.806268385097766,-0.19659535320793803
385,3.85,-647.4635306041944,310.8022194874043,-958.2657500915986,0.8125548221892922,-0.22302112618010295
386,3.86,-647.6608103219576,312.456468940354,-960.1172792623116,0.8168796573604026,-0.2435742888981564
387,3.87,-648.0889856127708,313.3314567293117,-961.4204423420825,0.8191672071354554,-0.25826532335566
388,3.88,-648.4652132646911,313.4964737444837,-961.9616870091749,0.8195986241685849,-0.26615569429811414
389,3.89,-648.8161831241943,312.79515459287984,-961.6113377170741,0.8177651100467447,-0.26617852592357316
390,3.9,-649.0891287209395,310.88571929180296,-959.9748480127424,0.812773122331511,-0.2559016165127234
391,3.91,-649.2379926093811,307.63837918371047,-956.8763717930915,0.8042833442711385,-0.23501960547068085
392,3.92,-649.2168216606301,304.3828401053984,-953.5996617660285,0.7957721309945055,-0.214455496096503
393,3.93,-649.1871456508586,304.08326392903047,-953.270409579889,0.7949889253046548,-0.2177791537578883
394,3.94,-649.1393454193835,306.7363853994334,-955.8757308188169,0.801925190586754,-0.24552549279037167
395,3.95,-649.2137028121783,309.0253209853911,-958.2390237975694,0.8079093359095192,-0.27322226652678555
396,3.96,-649.4188259055209,309.80070083736155,-959.2195267428824,0.8099364727774158,-0.2907401661749935
397,3.97,-649.633934998055,309.85054159347214,-959.4844765915271,0.8100667754077703,-0.3023324193913121
398,3.98,-649.8421420682084,309.7934943792526,-959.635636447461,0.8099176323640591,-0.3124481028726517
399,3.99,-650.075949749355,309.7690670120295,-959.8450167613845,0.8098537699660902,-0.32266969351709585
400,4.0,-650.3237049455016,309.6841321967066,-960.0078371422082,0.8096317181613245,-0.33274553144825386
401,4.01,-650.5322356826396,309.55593566489483,-960.0881713475344,0.8092965638297904,-0.34285738510577757
402,4.0200000000000005,-650.6447112943015,309.5534365733082,-960.1981478676097,0.809290030257015,-0.35397720843328806
